嗚呼;ꜛあꜜあ
白衣;ꜛびゃꜜくえ
白え;びゃꜛくꜜえ
白衣;びゃꜛくꜜえ
白え観音;びゃꜛくえかꜜんのん
百害;ひゃꜛくが~い
百尺かん頭;ひゃꜛく*しゃく*かんとう
百尺頭竿;ひゃꜛく*しゃく*かんとう
百尺かん頭;ひꜛゃく*しゃꜜくかꜛんとう
百尺頭竿;ひꜛゃく*しゃꜜくかꜛんとう
百獣;ひゃꜛくじゅう
百出;ひゃꜛくし*ゅつ
百姓;ひゃꜛく*しょꜜう
百姓一き;ひゃꜛく*しょういꜜっき
百姓一揆;ひゃꜛく*しょういꜜっき
百姓家;ひゃꜛく*しょꜜうや
百姓読み;ひゃꜛく*しょうよみ
百戦百勝;ひゃꜛく*せんひゃく*しょう
百戦百勝;ひꜛゃく*せꜜんひゃꜛくし*ょう
百態;ひゃꜛく*たい
百態;ひゃꜛく*ꜜたい
白檀;びゃꜛくだん
白檀;びゃꜛくꜜだん
飛躍的;ひꜛやく*てき
百点満点;ひゃꜛく*てんまꜜんてん
110番;ひゃꜛく*とꜜうばん
百なり;ひゃꜛくなり
百生り;ひゃꜛくなり
100日;ひゃꜛくにちꜜ
百日;ひゃꜛくにちꜜ
100日;ひゃꜛくにち
百日;ひゃꜛくにち
百日裁判;ひゃꜛくにち*さꜜいばん
百日ぜき;ひゃꜛくにちꜜぜき
百日草;ひゃꜛくにち*そう
100人;ひゃꜛくꜜにん
百人;ひゃꜛくꜜにん
百人一首;ひゃꜛくにんいꜜっしゅ
百人一首;ひゃꜛくにꜜんしゅ
百人力;ひゃꜛくにんりき
100年;ひゃꜛくꜜねん
百年;ひゃꜛくꜜねん
百年祭;ひゃꜛくねꜜんさい
100年目;ひゃꜛくねんめꜜ
百年目;ひゃꜛくねんめꜜ
百パーセント;ひゃꜛく*ぱあせꜜんと
百八煩悩;ひゃꜛく*はちぼꜜんのう
百八煩悩;ひゃꜛく*はちぼんのう
百聞;ひゃꜛくぶん
百分比;ひゃꜛくぶꜜんひ
百分率;ひゃꜛくぶꜜんりつ
百弊;ひゃꜛく*へい
百万;ひゃꜛくまꜜん
百まんだら;ひゃꜛくまんだら
百曼陀羅;ひゃꜛくまんだら
百万塔;ひゃꜛくまんとう
百万遍;ひゃꜛくまんべん
百味だんす;ひゃꜛくみだꜜんす
百味箪笥;ひゃꜛくみだꜜんす
百目ろうそく;ひゃꜛくめろꜜうそく
百目蝋燭;ひゃꜛくめろꜜうそく
百面相;ひゃꜛくめんそう
白夜;ꜛびゃꜜくや
白夜;ꜛはꜜくや
百薬;ひゃꜛくやく
百薬の長;ひゃꜛくやくのちょꜜう
百葉箱;ひゃꜛくよꜜうばこ
百雷;ひゃꜛくらい
百両;ひゃꜛくꜜりょう
百両;ひゃꜛくりょꜜう
白れん;びゃꜛくꜜれん
白蓮;びゃꜛくꜜれん
白れん;ꜛびゃꜜくれん
白蓮;ꜛびゃꜜくれん
日焼け;ひꜛやけ
日焼け止め;ひꜛやけどめ
冷や酒;ひꜛやꜜざけ
冷や酒;ひꜛやざけ
ヒヤシンス;ひꜛやしꜜんす
冷やす;ひꜛやꜜす
百花;ꜛひゃꜜっか
百科;ꜛひゃꜜっか
百科事典;ひゃꜛっかじꜜてん
百花斉放;ꜛひゃꜜっかせいほう
百科全書;ひゃꜛっかぜꜜんしょ
百家争鳴;ꜛひゃꜜっかそうめい
百貨店;ひゃꜛっかꜜてん
百貨店;ひゃꜛっかてん
百か日;ꜛひゃꜜっかにち
百か日;ひゃꜛっかꜜにち
百か日;ꜛひゃꜜっかんち
百鬼夜行;ꜛひゃꜜっきやこう
百計;ひゃꜛっけい
白こ;ꜛびゃꜜっこ
白狐;ꜛびゃꜜっこ
ひやっと;ひꜛやꜜっと
百発百中;ひゃꜛっぱつひゃく*ちゅう
百発百中;ひꜛゃっぱꜜつひゃꜛくち*ゅう
百般;ひゃꜛっぱん
ひやひや;ꜛひꜜやひや
冷や水;ひꜛやꜜみず
冷や麦;ひꜛやむꜜぎ~
冷や麦;ひꜛやꜜむぎ~
冷や飯;ひꜛやめし
冷や飯食い;ひꜛやめし*ꜜくい
冷や飯食い;ひꜛやめし*くい
冷や飯草履;ひꜛやめしぞꜜうり
冷ややか;ひꜛやꜜやか
冷ややっこ;ひꜛややꜜっこ
ひやりと;ひꜛやꜜりと
ひやりと;ひꜛやりꜜと
比喩;ꜛひꜜゆ
比喩;ひꜛゆ
ヒューズ;ꜛひゅꜜうず
ビューティー;ꜛびゅꜜうてぃい
ビューティフル;ꜛびゅꜜうてぃふる
ヒューマニスト;ひゅꜛうまにꜜす*と
ヒューマニズム;ひゅꜛうまにꜜずむ
ヒューマニティー;ひゅꜛうまꜜにてぃい
ヒューマン;ꜛひゅꜜうまん
ピューリタン;ꜛぴゅꜜうりたん
ピューリタン;ぴゅꜛうりꜜたん
ビューロー;ꜛびゅꜜうろう
ひゅっ;ꜛひゅꜜっ
ヒュッテ;ꜛひゅꜜって
ビュッフェ;ꜛびゅꜜっふぇ
費用;ꜛひꜜよう
俵;ꜛひょꜜう
雹;ꜛひょꜜう
豹;ꜛひょꜜう
表;ひょꜛう
評;ひょꜛう
票;ひょꜛう
美容;びꜛよう
秒;ꜛびょꜜう
鋲;ꜛびょꜜう
廟;ꜛびょꜜう
飄逸;ひょꜛういつ
美容院;びꜛよꜜういん
病院;びょꜛういん
病因;びょꜛういん
病院船;びょꜛういんせん
氷温;ひょꜛうおん
表音式;ひょꜛうおんし*き
評価;ꜛひょꜜうか
氷菓;ꜛひょꜜうか
氷河;ꜛひょꜜうが~
病が;ꜛびょꜜうが~
病臥;ꜛびょꜜうが~
氷海;ひょꜛうかい
氷解;ひょꜛうかい
氷塊;ひょꜛうかい
ひょう害;ひょꜛうが~い
雹害;ひょꜛうが~い
病害;びょꜛうが~い
病害虫;びょꜛうが~ꜜいちゅう
氷河期;ひょꜛうが~ꜜき
票固め;ひょꜛうが~ꜜため
美容学校;びꜛようがꜜっこう
病患;びょꜛうかん
標記;ꜛひょꜜうき
表記;ꜛひょꜜうき
標旗;ꜛひょꜜうき
評議;ひょꜛうぎ~
評議;ꜛひょꜜうぎ~
病気;びょꜛうき
評議員;ひょꜛうぎ~ꜜいん
評議会;ひょꜛうぎ~ꜜかい
表記法;ひょꜛうき*ほう
病気見舞い;びょꜛうきみꜜまい
病休;びょꜛうきゅう
剽軽;ひょꜛうきꜜん
病菌;びょꜛうきん
ひょうきん者;ひょꜛうきんもの
ひょうきん者;ひょꜛうきんものꜜ
表具;ひょꜛうぐ~ꜜ
表具;ひょꜛうぐ~
病苦;ꜛびょꜜうく
病く;ꜛびょꜜうく
病躯;ꜛびょꜜうく
表具師;ひょꜛうぐ~ꜜし
表敬;ひょꜛうけい
表敬訪問;ひょꜛうけいほꜜうもん
表決;ひょꜛうけつ
氷結;ひょꜛうけつ
評決;ひょꜛうけつ
票決;ひょꜛうけつ
病欠;びょꜛうけつ
表現;ひょꜛうげ~ꜜん
表現;ひょꜛうげ~ん
氷原;ひょꜛうげ~ん
評言;ひょꜛうげ~ん
病原;びょꜛうげ~ん
病原;びょꜛうげ~ꜜん
病原菌;びょꜛうげ~んきん
病原菌;びょꜛうげ~ꜜんきん
病原体;びょꜛうげ~んたい
兵庫;ꜛひょꜜうご~
標語;ひょꜛうご~
評語;ひょꜛうご~
病後;びょꜛうご~
病後;ꜛびょꜜうご~
標高;ひょꜛうこう
表号;ひょꜛうご~う
標号;ひょꜛうご~う
病根;びょꜛうこん
票差;ひょꜛうさ
病妻;びょꜛうさい
表札;ひょꜛうさつ
標札;ひょꜛうさつ
氷山;ꜛひょꜜうざん
表紙;ひょꜛうしꜜ
拍子;ひょꜛうしꜜ
表紙;ひょꜛうし
拍子;ひょꜛうし
表示;ひょꜛうじ
標示;ひょꜛうじ
表示;ꜛひょꜜうじ
標示;ꜛひょꜜうじ
美容師;びꜛよꜜうし
病死;びょꜛうし
標識;ひょꜛうし*き
表式;ひょꜛうし*き
拍子木;ひょꜛうしꜜぎ~
標識灯;ひょꜛうし*きとう
美容室;びꜛよꜜうし*つ
病室;びょꜛうし*つ
拍子抜け;ひょꜛうしぬけ
拍子抜け;ひょꜛうしぬけꜜ
表示板;ひょꜛうじばん
評者;ꜛひょꜜうしゃ
病者;ꜛびょꜜうしゃ
病舎;ꜛびょꜜうしゃ
描写;びょꜛうしゃ
評釈;ひょꜛうしゃく
病弱;びょꜛうじゃく
表出;ひょꜛうし*ゅつ
美容術;びꜛよꜜうじゅつ
標準;ひょꜛうじゅん
標準型;ひょꜛうじゅんが~た
標準語;ひょꜛうじゅんご~
標準時;ひょꜛうじゅꜜんじ
標準的;ひょꜛうじゅんてき
びょう所;ꜛびょꜜうしょ
廟所;ꜛびょꜜうしょ
表彰;ひょꜛうしょう
標章;ひょꜛうしょう
表象;ひょꜛうしょう
氷晶;ひょꜛうしょう
表情;ひょꜛうじょꜜう
評定;ひょꜛうじょꜜう
氷上;ひょꜛうじょう
平調;ひょꜛうじょう
平調;ꜛひょꜜうじょう
病床;びょꜛうしょう
病症;びょꜛうしょう
病状;びょꜛうじょう
表彰式;ひょꜛうしょꜜうし*き
秒針;びょꜛうしん
病身;びょꜛうしん
病身;ꜛびょꜜうしん
表す;ꜛひょꜜうす
評す;ꜛひょꜜうす
票数;ひょꜛうすꜜう
表する;ひょꜛうすꜜる
評する;ひょꜛうすꜜる
病勢;びょꜛうせい
美容整形;びꜛようせꜜいけい
氷雪;ひょꜛうせつ
ひょう窃;ひょꜛうせつ
剽窃;ひょꜛうせつ
ひょう然;ひょꜛうぜん
飄然;ひょꜛうぜん
ひょう疽;ひょꜛうそ
ひょう疽;ꜛひょꜜうそ
ひょう疽;ひょꜛうそう
ひょう疽;ꜛひょꜜうそう
表装;ひょꜛうそう
氷霜;ひょꜛうそう
表層;ひょꜛうそう
病巣;びょꜛうそう
表層雪崩;ひょꜛうそうなꜜだれ
平仄;ひょꜛうそく
秒速;びょꜛうそく
表題;ひょꜛうだい
病体;びょꜛうたい
病態;びょꜛうたい
瓢箪;ひょꜛうたꜜん
氷炭;ひょꜛうたん
秒単位;びょꜛうたꜜんい
ひょうたんなまず;ひょꜛうたんなꜜまず
漂着;ひょꜛうちゃく
氷柱;ひょꜛうちゅう
標注;ひょꜛうちゅう
評注;ひょꜛうちゅう
病中;びょꜛうちゅう
病中;ꜛびょꜜうちゅう
病虫害;びょꜛうちゅꜜうが~い
表徴;ひょꜛうちょう
漂鳥;ひょꜛうちょう
評定;ひょꜛうてい
標的;ひょꜛうてき
病的;びょꜛうてき
氷点;ꜛひょꜜうてん
氷点;ひょꜛうてん
評点;ひょꜛうてん
評伝;ひょꜛうでん
票田;ひょꜛうでん
氷点下;ひょꜛうてꜜんか
表土;ꜛひょꜜうど
病棟;びょꜛうとう
平等;びょꜛうどう
びょう堂;びょꜛうどう
廟堂;びょꜛうどう
病毒;びょꜛうどく
病難;びょꜛうなん
病人;びょꜛうにん
氷のう;ひょꜛうのう
氷嚢;ひょꜛうのう
漂白;ひょꜛうはく
漂泊;ひょꜛうはく
漂白剤;ひょꜛうはくꜜざい
漂白剤;ひょꜛうはくざい
評判;ひょꜛうばん
評判記;ひょꜛうばꜜんき
表皮;ꜛひょꜜうひ
飄飄;ひょꜛうひょう
病夫;ꜛびょꜜうふ
病婦;ꜛびょꜜうふ
病父;ꜛびょꜜうふ
屏風;びょꜛうぶ
びょうぶ岩;びょꜛうぶꜜいわ
病兵;びょꜛうへい
病幣;びょꜛうへい
氷壁;ひょꜛうへき
病癖;びょꜛうへき
氷片;ひょꜛうへん
ひょう変;ひょꜛうへん
豹変;ひょꜛうへん
病変;びょꜛうへん
苗ほ;ꜛびょꜜうほ
苗圃;ꜛびょꜜうほ
兵法;ꜛひょꜜうほう
標ぼう;ひょꜛうぼう
標榜;ひょꜛうぼう
渺茫;びょꜛうぼう
病没;びょꜛうぼつ
標本;ひょꜛうほん
病魔;ꜛびょꜜうま
氷霧;ꜛひょꜜうむ
表明;ひょꜛうめい
病名;びょꜛうめい
表面;ひょꜛうめꜜん
表面化;ひょꜛうめんか
表面積;ひょꜛうめꜜんせき
表面張力;ひょꜛうめんちょꜜうりょく
標目;ひょꜛうもく
病友;びょꜛうゆう
票読み;ひょꜛうよみ
秒読み;びょꜛうよみ
秒読み;びょꜛうよみꜜ
表裏;ꜛひょꜜうり
病理;ꜛびょꜜうり
病理学;びょꜛうりꜜが~く
漂流;ひょꜛうりゅう
病歴;びょꜛうれき
兵糧;ひょꜛうろう
ひょうろく玉;ひょꜛうろくだま
評論;ひょꜛうろん
評論家;ひょꜛうろんか
票割れ;ひょꜛうわれ
比翼;ひꜛよく
肥よく;ひꜛよく
肥沃;ひꜛよく
比翼;ꜛひꜜよく
鼻翼;びꜛよく
尾翼;びꜛよく
比翼塚;ひꜛよくꜜずか
比翼塚;ひꜛよくꜜづか
比翼紋;ひꜛよくꜜもん
比翼連理;ひꜛよくれꜜんり
日よけ;ひꜛよけ
日除け;ひꜛよけ
火よけ;ひꜛよけ
火除け;ひꜛよけ
日よけ;ひꜛよけꜜ
日除け;ひꜛよけꜜ
火よけ;ひꜛよけꜜ
火除け;ひꜛよけꜜ
雛子;ひꜛよこ
ひょこひょこ;ꜛひょꜜこひょこ
ぴょこぴょこ;ꜛぴょꜜこぴょこ
ぴょこりと;ぴょꜛこꜜりと
ぴょこりと;ぴょꜛこりꜜと
ぴょこんと;ぴょꜛこꜜんと
ぴょこんと;ぴょꜛこんꜜと
雛子;ひꜛよっこ
ひょっこり;ひょꜛっこꜜり
ひょっと;ひょꜛっと
ひょっとこ;ひょꜛっとこ
鵯;ひꜛよꜜどり
鵯;ひꜛよどり
ピヨピヨ;ꜛぴꜜよぴよ
顋門;ひꜛよめき
日和;ひꜛより
日和げた;ひꜛよりꜜげ~た
日和げた;ひꜛよりげ~た
日和見;ひꜛよりみ
ひょろ長い;ひょꜛろなが~ꜜい
ひょろ長い;ひょꜛろなが~い
ひょろひょろ;ꜛひょꜜろひょろ
ひょろひょろ;ひょꜛろひょろ
ひょろりと;ひょꜛろꜜりと
ひ弱;ひꜛよわ
ひ弱い;ひꜛよわꜜい
ひ弱い;ひꜛよわい
ぴょんぴょん;ꜛぴょꜜんぴょん
平;ꜛひꜜら
びら;びꜛら
平謝り;ひꜛらあꜜやまり
飛来;ひꜛらい
避雷針;ひꜛらいしん
避雷針;ひꜛらꜜいしん
平押し;ひꜛらおし
平泳ぎ;ひꜛらおꜜよぎ~
平織り;ひꜛらおり
ひらがな;ひꜛらが~ꜜな
ひらがな;ひꜛらが~な
ひらがな;ひꜛらが~なꜜ
ピラカンサ;ぴꜛらかꜜんさ
開き;ひꜛらきꜜ
開き戸;ひꜛらきꜜど
開き直る;ひꜛらきなおꜜる
開き直る;ひꜛらきなおる
平絹;ひꜛらぎ~ぬ
平絹;ひꜛらぎ~ꜜぬ
開き柱;ひꜛらきばꜜしら
開き封;ひꜛらきふう
開き封;ひꜛらきꜜふう
開く;ひꜛらꜜく
ひらぐも;ひꜛらぐ~も
開ける;ひꜛらけꜜる
平皿;ひꜛらざら
平城;ひꜛらじろ
平たい;ひꜛらたい
平台;ひꜛらだい
平地;ひꜛらち
平手;ひꜛらて
平土間;ひꜛらどま
平なべ;ひꜛらなべ
平鍋;ひꜛらなべ
平なべ;ひꜛらなꜜべ
平鍋;ひꜛらなꜜべ
平に;ꜛひꜜらに
ピラニア;ぴꜛらにあ
平場;ひꜛらば
ひらひら;ꜛひꜜらひら
ピラフ;ꜛぴꜜらふ
平舞台;ひꜛらぶꜜたい
平べったい;ひꜛらべったꜜい
平べったい;ひꜛらべったい
平幕;ひꜛらまく
ひらまさ;ひꜛらまさ
ピラミッド;ぴꜛらみꜜっど
平目;ひꜛらめ
ひらめかす;ひꜛらめかꜜす
ひらめき;ひꜛらめき
ひらめき;ひꜛらめきꜜ
閃く;ひꜛらめꜜく
平屋;ひꜛらや
平屋造り;ひꜛらやずꜜくり
平屋造り;ひꜛらやづꜜくり
平屋建;ひꜛらやだて
ひらりと;ひꜛらꜜりと
ひらりと;ひꜛらりꜜと
糜爛;びꜛらん
びり;ꜛびꜜり
ピリオド;ꜛぴꜜりおど
非力;ひꜛりき
非力;ꜛひꜜりき
ビリケン;びꜛりけん
比率;ひꜛりつ
ひりつく;ひꜛりつ*く
ぴりっと;ぴꜛりꜜっと
ひりひり;ꜛひꜜりひり
びりびり;ꜛびꜜりびり
びりびり;びꜛりびり
ぴりぴり;ꜛぴꜜりぴり
ぴりぴり;ぴꜛりぴり
ビリヤード;びꜛりやꜜあど
飛竜;ꜛひꜜりゅう
微粒;びꜛりゅう
微粒子;びꜛりゅꜜうし
肥料;ꜛひꜜりょう
微量;びꜛりょう
鼻りょう;びꜛりょう
鼻梁;びꜛりょう
肥料学;ひꜛりょꜜうが~く
微力;びꜛりょく
微力;ꜛびꜜりょく
ピリン系;ぴꜛりんけい
干る;ꜛひꜜる
蛭;ꜛひꜜる
蒜;ꜛひꜜる
昼;ひꜛるꜜ
お昼;おꜛひꜜる
ビル;ꜛびꜜる
ピル;ꜛぴꜜる
昼あんどん;ひꜛるあꜜんどん
比類;ひꜛるい
比類;ꜛひꜜるい
ビル街;びꜛるꜜが~い
翻す;ひꜛるが~ꜜえす
翻って;ひꜛるが~ꜜえって
翻る;ひꜛるが~ꜜえる
昼顔;ひꜛるが~お
ビル風;びꜛるꜜかぜ
昼げ;ひꜛるげ~
昼餉;ひꜛるげ~
昼ごはん;ひꜛるごꜜはん
昼ごろ;ひꜛるご~ꜜろ
昼下がり;ひꜛるさꜜが~り
毘盧遮那;びꜛるしゃな
毘盧遮那;びꜛるしゃꜜな
昼過ぎ;ひꜛるすぎ~ꜜ
昼過ぎ;ひꜛるすꜜぎ~
昼席;ひꜛるせき
昼前後;ひꜛるぜꜜんご~
ビルディング;ꜛびꜜるでぃんぐ~
昼どき;ひꜛるどき
昼中;ひꜛるなか
昼寝;ひꜛるね
昼のうち;ひꜛるのうち
昼日中;ひꜛるひꜜなか
昼日中;ひꜛるひなか
昼弁当;ひꜛるべꜜんとう
昼間;ひꜛるまꜜ
昼前;ひꜛるまꜜえ
ひる巻き;ひꜛるꜜまき
蛭巻き;ひꜛるꜜまき
ひる巻き;ひꜛるまき
蛭巻き;ひꜛるまき
怯む;ひꜛるꜜむ
昼飯;ひꜛるめし
昼休み;ひꜛるやꜜすみ
鰭;ひꜛれꜜ
鰭;ひꜛれ
ヒレ;ひꜛれ
領布;ひꜛれ
領布;ひꜛれꜜ
比例;ひꜛれい
非礼;ひꜛれい
非礼;ꜛひꜜれい
美麗;びꜛれい
比例税;ひꜛれꜜいぜい
比例代表;ひꜛれいだꜜいひょう
比例代表制;ひꜛれいだいひょうせい
比例配分;ひꜛれいはꜜいぶん
披れき;ひꜛれき
披瀝;ひꜛれき
ひれ酒;ひꜛれざけ
鰭酒;ひꜛれざけ
卑劣;ひꜛれつ
ヒレ肉;ひꜛれにく
ヒレ肉;ひꜛれꜜにく
ひれ伏す;ひꜛれふ*ꜜす
ひれ伏す;ひꜛれふ*す
悲恋;ひꜛれん
悲恋;ꜛひꜜれん
尋;ꜛひꜜろ
広い;ひꜛろꜜい
拾い上げる;ひꜛろいあげ~ꜜる
ヒロイズム;ひꜛろいꜜずむ
拾い出す;ひꜛろいだꜜす
ヒロイック;ひꜛろいꜜっく
拾い主;ひꜛろꜜいぬし
拾い主;ひꜛろいꜜぬし
拾い物;ひꜛろいもの
拾い読み;ひꜛろいよみ
ヒロイン;ひꜛろꜜいん
拾う;ひꜛろう
広襟;ひꜛろえり
披露;ꜛひꜜろう
疲労;ひꜛろう
尾篭;びꜛろう
披露宴;ひꜛろꜜうえん
疲労感;ひꜛろꜜうかん
疲労困ぱい;ひꜛろうこんぱい
疲労困憊;ひꜛろうこんぱい
ビロード;びꜛろうど
広がり;ひꜛろが~り
広がる;ひꜛろが~る
微ろく;びꜛろく
微禄;びꜛろく
広口;ひꜛろく*ち
広げる;ひꜛろげ~る
広さ;ꜛひꜜろさ
ピロシキ;ぴꜛろꜜし*き
ピロシキ;ぴꜛろし*き
広島;ひꜛろしま
広そで;ひꜛろそで
広袖;ひꜛろそで
広っぱ;ꜛひꜜろっぱ
ピロティ;ꜛぴꜜろてぃ
広場;ꜛひꜜろば
広幅;ひꜛろはば
広幅物;ひꜛろはばもの
広々;ひꜛろびꜜろ
広間;ꜛひꜜろま
広まる;ひꜛろまꜜる
広まる;ひꜛろまる
披露目;ひꜛろめꜜ
お披露目;おꜛひろめ
広める;ひꜛろめꜜる
広やか;ひꜛろꜜやか
鶸;ꜛひꜜわ
秘話;ꜛひꜜわ
悲話;ꜛひꜜわ
琵琶;ꜛびꜜわ
枇杷;ꜛびꜜわ
卑わい;ひꜛわい
卑猥;ひꜛわい
ひわ色;ひꜛわいろ
檜皮;ひꜛわだ
ひわだぶき;ひꜛわだぶき
火渡り;ひꜛわꜜたり
日割り;ひꜛわり
日割り計算;ひꜛわりけꜜいさん
干割れ;ひꜛわれ
干割れる;ひꜛわれꜜる
干割れる;ひꜛわれる
貧;ꜛひꜜん
品;ひꜛん
便;ꜛびꜜん
敏;ꜛびꜜん
瓶;ꜛびꜜん
鬢;ꜛびꜜん
ピン;ꜛぴꜜん
品位;ꜛひꜜんい
ピンカール;ぴꜛんかꜜある
品格;ひꜛんかく
びん型;びꜛんが~た
紅型;びꜛんが~た
敏活;びꜛんかつ
敏感;びꜛんかん
賓客;ひꜛんきゃく
貧窮;ひꜛんきゅう
貧苦;ꜛひꜜんく
ピンク;ꜛぴꜜんく
貧血;ひꜛんけつ
ビンゴ;ꜛびꜜんご
品行;ひꜛんこう
品行方正;ひꜛんこうほうせい
備後表;びꜛんご~おꜜもて
貧困;ひꜛんこん
貧困者;ひꜛんこꜜんしゃ
品詞;ひꜛんし
ひん死;ひꜛんし
瀕死;ひꜛんし
ひん死;ꜛひꜜんし
瀕死;ꜛひꜜんし
賓辞;ꜛひꜜんじ
品質;ひꜛんし*つ
品質管理;ひꜛんし*つかꜜんり
貧者;ꜛひꜜんじゃ
貧弱;ひꜛんじゃく
品種;ひꜛんしゅ
品種;ꜛひꜜんしゅ
顰蹙;ひꜛんし*ゅく
頻出;ひꜛんし*ゅつ
敏しょう;びꜛんしょう
敏捷;びꜛんしょう
びん笑;びꜛんしょう
憫笑;びꜛんしょう
便乗;びꜛんじょう
便乗値上げ;びꜛんじょうねꜜあげ~
便数;びꜛんすꜜう
ヒンズー教;ひꜛんずうきょう
ヒンドゥー教;ひꜛんどぅうきょう
瓶詰;びꜛんずめ
瓶詰;びꜛんづめ
瓶詰;びꜛんずꜜめ
瓶詰;びꜛんづꜜめ
瓶詰;びꜛんずめꜜ
瓶詰;びꜛんづめꜜ
貧する;ひꜛんすꜜる
瀕する;ひꜛんすꜜる
賓頭盧;ꜛびꜜんずる
品性;ꜛひꜜんせい
ピンセット;ぴꜛんせꜜっと
貧せん;ひꜛんせん
貧賤;ひꜛんせん
便船;びꜛんせん
便せん;びꜛんせん
便箋;びꜛんせん
貧相;ꜛひꜜんそう
敏速;びꜛんそく
貧打;ꜛひꜜんだ
びんた;ꜛびꜜんた
ヒンターランド;ひꜛんたあらꜜんど
貧打戦;ひꜛんだせん
ピンチ;ꜛぴꜜんち
ピンチヒッター;ぴꜛんちひ*ꜜったあ
備長;ꜛびꜜんちょう
ピンチランナー;ぴꜛんちらꜜんなあ
びんつけ;びꜛんつ*けꜜ
びんつけ;びꜛんつ*け
びんつけ油;びꜛんつ*けあꜜぶら
ヒント;ꜛひꜜんと
貧土;ꜛひꜜんど
頻度;ꜛひꜜんど
ピント;ぴꜛんと
ぴんと;ぴꜛんと
ぴんと;ꜛぴꜜんと
品等;ひꜛんとう
頻度数;ひꜛんどꜜすう
鬢長;びꜛんなが~
頻尿;ひꜛんにょう
貧農;ひꜛんのう
ひん馬;ꜛひꜜんば
牝馬;ꜛひꜜんば
頻発;ひꜛんぱつ
びん髪;びꜛんぱつ
鬢髪;びꜛんぱつ
ピンはね;ぴꜛんはね
頻繁;ひꜛんぱん
品評;ひꜛんぴょう
品評会;ひꜛんぴょꜜうかい
頻々;ひꜛんぴん
頻々;ひꜛんぴꜜん
ぴんぴん;ꜛぴꜜんぴん
貧富;ꜛひꜜんぷ
牝牡;ꜛひꜜんぼ
ピンポイント;ぴꜛんぽꜜいんと
貧乏;ꜛびꜜんぼう
貧乏神;びꜛんぼꜜうが~み
貧乏神;びꜛんぼうが~ꜜみ
貧乏くじ;びꜛんぼꜜうくじ
貧乏籤;びꜛんぼꜜうくじ
貧乏くじ;びꜛんぼうくꜜじ
貧乏籤;びꜛんぼうくꜜじ
貧乏暮らし;びꜛんぼうぐ~ꜜらし
貧乏性;びꜛんぼうしょう
貧乏性;びꜛんぼꜜうしょう
貧乏所帯;びꜛんぼうじょꜜたい
貧乏どっくり;びꜛんぼうどꜜっくり
貧乏人;びꜛんぼうにん
貧乏揺すり;びꜛんぼうゆꜜすり
貧乏揺るぎ;びꜛんぼうゆꜜるぎ~
ピンぼけ;ぴꜛんぼけ
ピンポン;ꜛぴꜜんぽん
品名;ひꜛんめい
品目;ひꜛんもく
ひんやり;ひꜛんやꜜり
びん乱;びꜛんらん
紊乱;びꜛんらん
便覧;びꜛんらん
檳榔子;びꜛんろꜜうじ
びんろうじゅ;びꜛんろꜜうじゅ
敏腕;びꜛんわん
敏腕家;びꜛんわんか
府;ꜛふꜜ
符;ꜛふꜜ
賦;ꜛふꜜ
負;ꜛふꜜ
訃;ꜛふꜜ
譜;ふ
歩;ふ
麸;ふ
斑;ふ
腑;ふ
部;ꜛぶꜜ
武;ꜛぶꜜ
歩;ぶ
分;ぶ
ファースト;ふぁꜛあす*と
ファーストクラス;ふぁꜛあす*とくꜜらす
ファーストレディー;ふぁꜛあす*とれꜜでぃい
ファーム;ꜛふぁꜜあむ
歩合;ぶꜛあい
歩合給;ぶꜛあいきゅう
無愛きょう;ぶꜛあꜜいきょう
無愛敬;ぶꜛあꜜいきょう
歩合算;ぶꜛあꜜいざん
歩合算;ぶꜛあいꜜざん
歩合制;ぶꜛあいせい
歩合制度;ぶꜛあいせꜜいど
無愛想;ぶꜛあꜜいそう
ファイター;ꜛふぁꜜいたあ
歩合高;ぶꜛあꜜいだか
歩合高;ぶꜛあいꜜだか
ファイト;ꜛふぁꜜいと
ファイト;ふぁꜛいと
ファイナンス;ꜛふぁꜜいなんす
ファイバー;ꜛふぁꜜいばあ
ファイバースコープ;ふぁꜛいばあす*こꜜうぷ
ファイル;ꜛふぁꜜいる
ファインダー;ふぁꜛいんだあ
ファインプレー;ふぁꜛいんぷれꜜえ
ファインプレー;ふぁꜛいんぷꜜれえ
ファウル;ꜛふぁꜜうる
ファクシミリ;ꜛふぁꜜく*しみり
ファクシミリ;ふぁꜛく*しꜜみり
ファクター;ꜛふぁꜜく*たあ
ファゴット;ꜛふぁꜜごっと
ファジー;ꜛふぁꜜじい
ファシスト;ふぁꜛしꜜす*と
ファシズム;ふぁꜛしꜜずむ
ファストフード;ふぁꜛす*とふꜜうど
ファスナー;ꜛふぁꜜすなあ
分厚;ぶꜛあつ
分厚い;ぶꜛあつい
分厚い;ぶꜛあつꜜい
ファックス;ꜛふぁꜜっく*す
ファッショ;ꜛふぁꜜっしょ
ファッショナブル;ꜛふぁꜜっしょなぶる
ファッション;ꜛふぁꜜっしょん
ファッションショー;ふぁꜛっしょꜜんしょう
ファッションショー;ふぁꜛっしょんしょꜜう
ファッションモデル;ふぁꜛっしょんもꜜでる
ファナチック;ふぁꜛなち*ꜜっく
ファナチック;ꜛふぁꜜなち*っく
ファミリー;ꜛふぁꜜみりい
不安;ふꜛあん
ファン;ꜛふぁꜜん
